GENESIS-Tabelle: 41261-0012
Schadholzeinschlag: Bundesländer, Jahre, Einschlagsursache,;;;;;;;;;;;;;;;;;;;
Holzartengruppen, Waldeigentumsarten;;;;;;;;;;;;;;;;;;;
Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);;;;;;;;;;;;;;;;;;;
Schadholzeinschlag (1000 cbm);;;;;;;;;;;;;;;;;;;
;;;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
Year;Cause;Tree_type;Owner;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
2010;Wind/Sturm;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);9,0;5,3;-;0,9;-;-;131,8;0,1;4,1;2,4;29,6;-;4,9;1,7;0,0;4,2
2010;Wind/Sturm;Buche und sonstiges Laubholz;Körperschaftswald;23,5;4,3;-;0,2;-;-;72,1;-;1,4;3,6;51,9;-;2,0;0,0;0,0;1,4
2010;Wind/Sturm;Buche und sonstiges Laubholz;Privatwald;2,7;90,8;-;0,5;-;-;-;0,0;11,3;11,0;3,0;1,3;9,8;0,6;-;3,3
2010;Wind/Sturm;Buche und sonstiges Laubholz;Insgesamt;35,1;100,5;-;1,6;-;-;203,8;0,1;16,8;17,1;84,5;1,3;16,7;2,4;0,1;8,9
2010;Wind/Sturm;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);6,4;6,4;0,0;29,2;-;-;130,5;0,2;5,1;2,2;26,5;-;46,4;9,8;0,0;10,4
2010;Wind/Sturm;Kiefer und Lärche;Körperschaftswald;6,3;5,1;-;5,7;-;-;65,2;-;4,3;9,1;64,2;-;10,3;0,4;0,0;6,7
2010;Wind/Sturm;Kiefer und Lärche;Privatwald;0,9;244,7;-;29,0;-;-;-;-;41,5;16,5;10,0;14,2;25,6;7,2;-;7,8
2010;Wind/Sturm;Kiefer und Lärche;Insgesamt;13,6;256,2;0,0;63,8;-;-;195,7;0,2;51,0;27,8;100,7;14,2;82,4;17,3;0,0;24,8
2010;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);36,3;61,7;-;0,2;-;-;986,9;0,0;73,7;63,6;514,2;-;43,7;88,9;0,4;111,2
2010;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;71,6;31,8;-;0,1;-;-;784,3;-;18,7;110,0;2031,7;-;5,3;1,6;0,2;43,1
2010;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;35,6;283,9;-;0,2;-;-;-;0,0;61,0;413,0;350,0;1,8;15,7;2,9;0,9;69,7
2010;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;143,6;377,5;-;0,6;-;-;1771,3;0,1;153,4;586,6;2895,9;1,8;64,7;93,4;1,5;223,9
2010;Wind/Sturm;Insgesamt;Staatswald (Bundes- und Landeswald);53,5;73,8;0,0;31,1;-;-;1263,9;0,3;83,3;68,7;575,3;-;97,0;101,0;0,4;126,1
2010;Wind/Sturm;Insgesamt;Körperschaftswald;104,8;45,1;-;6,1;-;-;930,4;-;24,6;123,6;2164,2;-;18,4;2,0;0,3;51,2
2010;Wind/Sturm;Insgesamt;Privatwald;39,5;637,0;-;30,1;-;-;-;0,0;115,6;444,0;364,2;17,9;54,5;10,8;0,9;81,0
2010;Wind/Sturm;Insgesamt;Insgesamt;197,8;755,9;0,0;67,3;-;-;2194,4;0,4;223,5;636,3;3103,7;17,9;169,9;113,7;1,6;258,3
2010;Schnee/Duft;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,0;0,0;-;0,2;-;-;0,0;-;0,0;-;-;-;0,0;0,8;-;0,1
2010;Schnee/Duft;Eiche und Roteiche;Körperschaftswald;0,1;-;-;0,0;-;-;0,1;-;-;0,1;0,1;-;-;0,3;-;0,2
2010;Schnee/Duft;Eiche und Roteiche;Privatwald;0,1;-;-;0,1;-;-;-;-;0,0;0,0;0,0;-;0,0;0,0;-;0,1
2010;Schnee/Duft;Eiche und Roteiche;Insgesamt;0,2;0,0;-;0,3;-;-;0,1;-;0,0;0,1;0,2;-;0,0;1,0;-;0,4
2010;Schnee/Duft;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);0,5;0,9;-;0,5;-;-;0,3;0,1;0,2;0,0;-;-;1,6;6,1;-;1,2
2010;Schnee/Duft;Buche und sonstiges Laubholz;Körperschaftswald;1,0;-;-;0,1;-;-;0,1;-;0,1;0,1;0,1;-;0,0;0,3;-;0,6
2010;Schnee/Duft;Buche und sonstiges Laubholz;Privatwald;0,3;-;-;0,3;-;-;-;-;0,8;0,3;0,0;-;0,1;0,8;-;1,6
2010;Schnee/Duft;Buche und sonstiges Laubholz;Insgesamt;1,7;0,9;-;0,9;-;-;0,4;0,1;1,2;0,4;0,1;-;1,7;7,2;-;3,3
2010;Schnee/Duft;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);0,0;3,7;-;65,2;-;-;0,7;-;0,7;0,0;-;-;50,9;80,4;-;34,0
2010;Schnee/Duft;Kiefer und Lärche;Körperschaftswald;0,8;-;-;12,6;-;-;0,7;-;0,1;0,0;0,0;-;3,5;23,0;0,0;9,9
2010;Schnee/Duft;Kiefer und Lärche;Privatwald;0,1;-;-;64,9;-;-;-;-;1,1;1,3;-;0,1;28,4;54,4;0,0;53,3
2010;Schnee/Duft;Kiefer und Lärche;Insgesamt;0,9;3,7;-;142,6;-;-;1,3;-;1,9;1,3;0,0;0,1;82,8;157,8;0,1;97,2
2010;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);0,5;76,6;-;0,5;-;-;10,2;-;24,1;0,8;0,2;-;38,4;28,0;-;24,7
2010;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;4,6;-;-;0,2;-;-;2,3;-;6,4;0,1;2,5;-;0,9;0,1;0,0;12,0
2010;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;4,4;-;-;0,5;-;-;-;-;0,4;4,1;0,0;-;4,6;3,7;0,1;82,2
2010;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;9,5;76,6;-;1,3;-;-;12,5;-;30,9;5,0;2,8;-;43,9;31,8;0,1;118,8
2010;Schnee/Duft;Insgesamt;Staatswald (Bundes- und Landeswald);1,0;81,3;-;66,4;-;-;11,2;0,1;25,1;0,8;0,2;-;90,8;115,3;-;60,0
2010;Schnee/Duft;Insgesamt;Körperschaftswald;6,5;-;-;12,9;-;-;3,1;-;6,6;0,2;2,8;-;4,4;23,7;0,1;22,6
2010;Schnee/Duft;Insgesamt;Privatwald;4,9;-;-;65,8;-;-;-;-;2,3;5,7;0,1;0,1;33,2;58,9;0,1;137,1
2010;Schnee/Duft;Insgesamt;Insgesamt;12,3;81,3;-;145,1;-;-;14,4;0,1;34,0;6,7;3,1;0,1;128,4;197,9;0,1;219,8
2010;Insekten;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,2;0,5;-;1,1;-;-;0,0;0,1;0,1;0,0;0,1;-;-;3,1;0,0;0,1
2010;Insekten;Eiche und Roteiche;Körperschaftswald;0,6;0,3;-;0,1;-;-;0,0;-;-;0,0;0,1;-;-;0,0;0,0;0,0
2010;Insekten;Eiche und Roteiche;Privatwald;0,1;1,1;-;0,3;-;-;-;-;0,3;0,5;-;-;-;0,2;-;0,0
2010;Insekten;Eiche und Roteiche;Insgesamt;0,9;1,9;-;1,5;-;-;0,0;0,1;0,3;0,5;0,2;-;-;3,3;0,0;0,1
2010;Insekten;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);4,2;0,1;-;0,1;-;-;-;0,0;0,1;0,1;0,0;-;-;1,0;0,0;0,5
2010;Insekten;Buche und sonstiges Laubholz;Körperschaftswald;2,9;0,6;-;-;-;-;0,1;-;0,0;0,2;0,0;-;-;-;-;0,2
2010;Insekten;Buche und sonstiges Laubholz;Privatwald;0,4;10,1;-;-;-;-;-;0,0;1,2;0,4;-;-;-;0,6;-;0,3
2010;Insekten;Buche und sonstiges Laubholz;Insgesamt;7,5;10,9;-;0,1;-;-;0,1;0,0;1,3;0,7;0,0;-;-;1,7;0,0;1,1
2010;Insekten;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);1,0;1,2;-;4,7;-;-;3,7;0,1;1,2;0,2;0,1;-;1,2;1,1;0,0;1,6
2010;Insekten;Kiefer und Lärche;Körperschaftswald;1,5;0,3;-;0,9;-;-;1,9;-;0,1;0,1;0,1;-;0,0;0,0;0,0;0,5
2010;Insekten;Kiefer und Lärche;Privatwald;0,5;36,2;-;4,6;-;-;-;0,0;3,0;3,2;0,0;0,1;1,2;20,2;0,1;0,6
2010;Insekten;Kiefer und Lärche;Insgesamt;3,0;37,7;-;10,2;-;-;5,6;0,1;4,3;3,4;0,2;0,1;2,4;21,4;0,2;2,7
2010;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);37,6;225,9;0,0;1,9;-;0,1;37,8;0,3;12,9;23,1;6,8;-;9,5;9,6;0,5;17,5
2010;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;48,7;50,9;-;0,7;-;-;48,5;-;1,6;21,4;12,9;-;1,1;0,5;0,4;6,8
2010;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;47,2;603,8;-;1,9;-;-;-;0,3;27,8;80,8;2,5;0,0;3,6;1,7;2,1;15,4
2010;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;133,5;880,7;0,0;4,5;-;0,1;86,3;0,5;42,3;125,4;22,1;0,0;14,2;11,8;2,9;39,7
2010;Insekten;Insgesamt;Staatswald (Bundes- und Landeswald);43,0;227,7;0,0;7,7;-;0,1;41,5;0,4;14,2;23,5;6,9;-;10,7;14,9;0,5;19,7
2010;Insekten;Insgesamt;Körperschaftswald;53,7;52,1;-;1,8;-;-;50,4;-;1,7;21,7;13,1;-;1,2;0,6;0,4;7,5
2010;Insekten;Insgesamt;Privatwald;48,2;651,3;-;6,9;-;-;-;0,3;32,3;84,8;2,5;0,1;4,8;22,7;2,2;16,3
2010;Insekten;Insgesamt;Insgesamt;144,9;931,2;0,0;16,3;-;0,1;92,0;0,7;48,2;130,0;22,6;0,1;16,7;38,1;3,1;43,6
2010;Trockenheit;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Eiche und Roteiche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Eiche und Roteiche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Eiche und Roteiche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Buche und sonstiges Laubholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Buche und sonstiges Laubholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Buche und sonstiges Laubholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Kiefer und Lärche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Kiefer und Lärche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Kiefer und Lärche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Insgesamt;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Insgesamt;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Insgesamt;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Trockenheit;Insgesamt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Sonstiges;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);1,2;1,6;-;6,7;-;-;7,5;0,1;0,4;0,1;0,5;-;0,0;2,4;0,1;0,0
2010;Sonstiges;Eiche und Roteiche;Körperschaftswald;4,3;-;-;0,9;-;-;7,3;-;0,2;0,9;0,2;-;0,1;0,3;0,5;-
2010;Sonstiges;Eiche und Roteiche;Privatwald;0,2;-;-;2,2;-;-;-;0,1;2,7;4,8;0,1;-;-;1,0;0,0;0,1
2010;Sonstiges;Eiche und Roteiche;Insgesamt;5,6;1,6;-;9,6;-;-;14,8;0,3;3,4;5,8;0,8;-;0,1;3,7;0,7;0,2
2010;Sonstiges;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);10,0;9,6;-;0,6;-;0,4;20,9;2,2;7,4;1,7;1,9;-;0,2;1,5;5,8;2,7
2010;Sonstiges;Buche und sonstiges Laubholz;Körperschaftswald;23,8;-;-;0,2;-;-;25,3;-;0,2;1,2;3,3;-;0,1;0,0;0,8;2,2
2010;Sonstiges;Buche und sonstiges Laubholz;Privatwald;2,3;-;-;0,4;-;-;-;0,0;6,4;20,0;0,0;-;0,4;0,2;3,7;0,5
2010;Sonstiges;Buche und sonstiges Laubholz;Insgesamt;36,0;9,6;-;1,2;-;0,4;46,2;2,3;13,8;22,9;5,3;-;0,7;1,7;10,4;5,3
2010;Sonstiges;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);5,6;15,2;-;3,8;-;0,0;19,4;5,2;6,7;0,3;1,2;-;0,6;2,7;0,1;0,2
2010;Sonstiges;Kiefer und Lärche;Körperschaftswald;6,7;-;-;0,7;-;-;18,2;-;0,5;0,7;1,1;-;0,0;0,2;0,3;0,2
2010;Sonstiges;Kiefer und Lärche;Privatwald;1,0;-;-;3,8;-;-;-;0,2;21,5;5,8;0,0;0,1;0,5;2,4;-;0,0
2010;Sonstiges;Kiefer und Lärche;Insgesamt;13,4;15,2;-;8,4;-;0,0;37,6;5,4;28,6;6,7;2,3;0,1;1,1;5,3;0,3;0,4
2010;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);11,2;22,8;-;0,6;-;0,4;11,2;1,0;8,8;1,5;1,0;-;0,4;0,2;0,5;2,8
2010;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;25,6;-;-;0,1;-;-;9,4;-;1,6;6,7;12,2;-;0,2;0,2;1,3;0,5
2010;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;11,6;-;-;0,3;-;-;-;0,6;16,5;159,6;0,0;-;-;0,1;-;2,6
2010;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;48,3;22,8;-;1,1;-;0,4;20,7;1,6;26,9;167,8;13,3;-;0,6;0,5;1,8;5,9
2010;Sonstiges;Insgesamt;Staatswald (Bundes- und Landeswald);27,9;49,1;-;11,7;-;0,8;59,1;8,6;23,2;3,7;4,7;-;1,1;6,8;6,5;5,7
2010;Sonstiges;Insgesamt;Körperschaftswald;60,3;-;-;1,9;-;-;60,3;-;2,5;9,3;16,9;-;0,5;0,7;3,0;2,9
2010;Sonstiges;Insgesamt;Privatwald;15,0;-;-;6,7;-;-;-;0,8;47,0;190,2;0,1;0,1;0,9;3,7;3,7;3,2
2010;Sonstiges;Insgesamt;Insgesamt;103,2;49,1;-;20,3;-;0,8;119,3;9,4;72,8;203,2;21,7;0,1;2,5;11,2;13,2;11,9
2010;Insgesamt;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);3,1;2,5;-;8,8;-;-;22,2;0,3;0,9;0,7;5,6;-;1,9;6,9;0,1;0,5
2010;Insgesamt;Eiche und Roteiche;Körperschaftswald;8,5;4,2;-;1,1;-;-;16,2;-;0,5;1,8;16,8;-;0,9;0,5;0,6;0,2
2010;Insgesamt;Eiche und Roteiche;Privatwald;0,6;18,7;-;2,8;-;-;-;0,1;4,7;8,8;1,3;0,6;3,4;1,3;0,0;0,5
2010;Insgesamt;Eiche und Roteiche;Insgesamt;12,1;25,4;-;12,7;-;-;38,4;0,3;6,1;11,2;23,7;0,6;6,2;8,6;0,7;1,3
2010;Insgesamt;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);23,6;15,9;-;2,1;-;0,4;153,0;2,4;11,7;4,3;31,5;-;6,7;10,3;5,8;8,5
2010;Insgesamt;Buche und sonstiges Laubholz;Körperschaftswald;51,1;5,0;-;0,5;-;-;97,5;-;1,7;5,1;55,3;-;2,1;0,4;0,9;4,3
2010;Insgesamt;Buche und sonstiges Laubholz;Privatwald;5,7;100,9;-;1,2;-;-;-;0,0;19,7;31,6;3,0;1,3;10,3;2,3;3,7;5,8
2010;Insgesamt;Buche und sonstiges Laubholz;Insgesamt;80,4;121,8;-;3,7;-;0,4;250,5;2,4;33,1;41,0;89,9;1,3;19,2;13,0;10,4;18,6
2010;Insgesamt;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);13,1;26,5;0,0;102,9;-;0,0;154,3;5,5;13,7;2,7;27,8;-;99,1;94,0;0,1;46,3
2010;Insgesamt;Kiefer und Lärche;Körperschaftswald;15,2;5,4;-;19,9;-;-;86,0;-;4,9;9,8;65,5;-;13,9;23,6;0,3;17,2
2010;Insgesamt;Kiefer und Lärche;Privatwald;2,6;280,9;-;102,3;-;-;-;0,2;67,1;26,7;10,0;14,4;55,7;84,1;0,1;61,7
2010;Insgesamt;Kiefer und Lärche;Insgesamt;30,9;312,8;0,0;225,1;-;0,0;240,3;5,7;85,7;39,3;103,3;14,4;168,7;201,8;0,6;125,2
2010;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);85,6;387,1;0,0;3,2;-;0,5;1046,3;1,3;119,5;89,0;522,3;-;92,0;126,7;1,4;156,3
2010;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;150,4;82,8;-;1,1;-;-;844,5;-;28,3;138,2;2059,3;-;7,6;2,5;1,9;62,4
2010;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;98,8;887,7;-;3,0;-;-;-;0,9;105,8;657,5;352,6;1,8;23,9;8,4;3,0;169,7
2010;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;334,8;1357,6;0,0;7,4;-;0,5;1890,8;2,2;253,6;884,7;2934,1;1,8;123,5;137,5;6,4;388,4
2010;Insgesamt;Insgesamt;Staatswald (Bundes- und Landeswald);125,4;432,0;0,1;116,9;-;0,9;1375,8;9,4;145,8;96,7;587,2;-;199,7;237,9;7,5;211,6
2010;Insgesamt;Insgesamt;Körperschaftswald;225,2;97,3;-;22,6;-;-;1044,2;-;35,4;154,9;2196,9;-;24,4;26,9;3,7;84,2
2010;Insgesamt;Insgesamt;Privatwald;107,6;1288,3;-;109,4;-;-;-;1,2;197,3;724,7;366,9;18,2;93,3;96,0;6,9;237,7
2010;Insgesamt;Insgesamt;Insgesamt;458,2;1817,5;0,1;248,9;-;0,9;2420,0;10,6;378,5;976,2;3151,1;18,2;317,5;360,9;18,1;533,5
2011;Wind/Sturm;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,5;0,6;0,0;0,1;-;-;9,2;0,0;0,4;1,8;2,5;0,7;0,1;1,8;0,0;0,2
2011;Wind/Sturm;Eiche und Roteiche;Körperschaftswald;1,7;0,3;-;0,1;-;-;8,8;-;0,0;0,3;26,3;0,6;-;0,2;0,0;0,6
2011;Wind/Sturm;Eiche und Roteiche;Privatwald;1,0;30,8;-;0,3;-;-;-;-;1,2;3,7;0,7;0,7;0,0;0,1;-;0,6
2011;Wind/Sturm;Eiche und Roteiche;Insgesamt;3,3;31,8;0,0;0,6;-;-;18,0;0,0;1,6;5,7;29,5;1,9;0,1;2,1;0,0;1,4
2011;Wind/Sturm;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);5,6;8,0;-;0,1;-;-;51,7;0,1;1,8;2,1;6,9;2,7;1,2;3,7;0,1;3,0
2011;Wind/Sturm;Buche und sonstiges Laubholz;Körperschaftswald;13,5;7,2;-;0,3;-;-;28,6;-;0,3;4,9;31,3;2,5;0,1;0,0;0,0;1,8
2011;Wind/Sturm;Buche und sonstiges Laubholz;Privatwald;8,9;69,8;-;3,3;-;-;-;-;1,4;8,7;0,8;0,1;0,6;0,3;-;2,6
2011;Wind/Sturm;Buche und sonstiges Laubholz;Insgesamt;28,1;85,0;-;3,6;-;-;80,3;0,1;3,5;15,7;38,9;5,3;1,9;4,1;0,1;7,4
2011;Wind/Sturm;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);0,9;4,3;0,0;7,9;-;-;34,1;0,6;11,5;1,1;4,3;2,0;1,1;4,0;0,0;6,1
2011;Wind/Sturm;Kiefer und Lärche;Körperschaftswald;3,2;1,4;-;0,7;-;-;22,1;-;0,6;1,0;13,8;1,8;0,0;0,2;0,0;3,4
2011;Wind/Sturm;Kiefer und Lärche;Privatwald;1,7;27,7;-;7,5;-;-;-;0,0;4,2;10,1;0,8;0,1;2,4;5,4;0,1;10,7
2011;Wind/Sturm;Kiefer und Lärche;Insgesamt;5,8;33,4;0,0;16,0;-;-;56,1;0,7;16,3;12,2;18,8;3,9;3,5;9,7;0,1;20,2
2011;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);30,6;99,5;-;0,0;-;0,0;134,5;0,3;24,0;4,1;76,6;7,7;5,9;28,1;0,3;47,2
2011;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;46,3;61,8;-;0,2;-;-;120,0;-;2,9;11,2;221,5;6,9;0,8;2,0;0,2;13,9
2011;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;36,0;299,3;-;0,5;-;-;-;0,0;13,4;56,5;17,8;4,7;11,2;2,8;0,9;39,9
2011;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;113,0;460,6;-;0,7;-;0,0;254,5;0,3;40,3;71,8;315,9;19,3;17,8;32,8;1,4;101,0
2011;Wind/Sturm;Insgesamt;Staatswald (Bundes- und Landeswald);37,7;112,4;0,0;8,1;-;0,0;229,4;1,0;37,6;9,1;90,3;13,1;8,3;37,6;0,4;56,5
2011;Wind/Sturm;Insgesamt;Körperschaftswald;64,7;70,7;-;1,2;-;-;179,5;-;3,7;17,4;292,8;11,7;0,8;2,4;0,3;19,7
2011;Wind/Sturm;Insgesamt;Privatwald;47,6;427,7;-;11,5;-;-;-;0,1;20,3;78,9;20,1;5,6;14,2;8,6;0,9;53,7
2011;Wind/Sturm;Insgesamt;Insgesamt;150,1;610,7;0,0;20,9;-;0,0;408,9;1,1;61,6;105,5;403,2;30,4;23,4;48,6;1,6;129,9
2011;Schnee/Duft;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,2;0,0;-;0,0;-;-;0,1;0,0;0,0;0,0;0,0;-;0,0;0,4;-;0,1
2011;Schnee/Duft;Eiche und Roteiche;Körperschaftswald;0,2;0,1;-;0,0;-;-;0,0;-;-;0,0;0,0;-;-;0,0;-;0,3
2011;Schnee/Duft;Eiche und Roteiche;Privatwald;0,1;6,0;-;0,0;-;-;-;-;0,2;0,7;-;-;-;0,1;-;0,0
2011;Schnee/Duft;Eiche und Roteiche;Insgesamt;0,5;6,2;-;0,0;-;-;0,1;0,0;0,2;0,7;0,1;-;0,0;0,5;-;0,4
2011;Schnee/Duft;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);0,9;2,3;-;0,0;-;-;0,9;0,2;0,7;0,0;0,4;0,0;0,0;3,2;-;1,5
2011;Schnee/Duft;Buche und sonstiges Laubholz;Körperschaftswald;1,5;1,1;-;0,0;-;-;0,9;-;-;0,7;0,3;-;0,0;0,0;-;0,4
2011;Schnee/Duft;Buche und sonstiges Laubholz;Privatwald;2,1;6,8;-;-;-;-;-;-;0,1;3,4;-;-;0,8;1,8;-;1,2
2011;Schnee/Duft;Buche und sonstiges Laubholz;Insgesamt;4,5;10,1;-;0,0;-;-;1,8;0,2;0,8;4,1;0,7;0,0;0,9;5,1;-;3,2
2011;Schnee/Duft;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);0,3;59,0;0,1;24,4;-;-;10,4;2,2;5,9;0,0;0,2;-;3,9;127,4;-;44,5
2011;Schnee/Duft;Kiefer und Lärche;Körperschaftswald;1,2;5,2;-;0,1;-;-;6,0;-;0,6;0,6;0,7;0,2;0,1;13,4;-;9,7
2011;Schnee/Duft;Kiefer und Lärche;Privatwald;0,6;425,7;-;0,2;-;-;-;0,0;21,5;2,2;-;-;6,2;335,4;-;69,6
2011;Schnee/Duft;Kiefer und Lärche;Insgesamt;2,1;489,9;0,1;24,7;-;-;16,4;2,2;28,0;2,8;0,9;0,2;10,2;476,3;-;123,8
2011;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);8,6;139,6;-;0,0;-;-;87,3;0,0;52,6;2,1;19,3;0,2;120,4;12,1;-;158,6
2011;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;7,5;25,4;-;-;-;-;46,2;-;2,0;8,0;7,6;-;6,6;0,3;-;16,0
2011;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;12,3;509,0;-;0,0;-;-;-;-;0,5;36,7;0,5;-;15,8;1,7;-;146,5
2011;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;28,3;673,9;-;0,0;-;-;133,5;0,0;55,1;46,8;27,4;0,2;142,8;14,1;-;321,1
2011;Schnee/Duft;Insgesamt;Staatswald (Bundes- und Landeswald);9,9;200,9;0,1;24,5;-;-;98,6;2,5;59,3;2,1;19,9;0,2;124,4;143,2;-;204,8
2011;Schnee/Duft;Insgesamt;Körperschaftswald;10,3;31,8;-;0,1;-;-;53,1;-;2,6;9,2;8,6;0,2;6,7;13,7;-;26,4
2011;Schnee/Duft;Insgesamt;Privatwald;15,1;947,4;-;0,3;-;-;-;0,0;22,3;43,0;0,5;-;22,8;339,0;-;217,3
